Locus,Sequence_Length,Aromaticity,Sec_Struct_Helix,Sec_Struct_Turn,Sec_Struct_Sheet_x,Percent_A,Percent_C_x,Percent_D,Percent_E,Percent_F,Percent_G,Percent_H,Percent_I,Percent_K,Percent_L,Percent_M,Percent_N,Percent_P,Percent_Q,Percent_R,Percent_S,Percent_T,Percent_V,Percent_W,Percent_Y,IsoelectricPoint,Tiny_Number,Small_Number,Aliphatic_Number,Aromatic_Number,Non-polar_Number,Polar_Number,Charged_Number,Basic_Number,Acidic_Number,predict_xgboost,predict_rfc,Local Average Connectivity_y,Density of Maximum neighborhood Component_y,Topology Potential_y,Edge Clustering Coefficient_y,DegreeCentrality_y,EigenvectorCentrality_y,BetweennessCentrality_y,ClosenessCentrality_y,Clustering_y,predict_rfc_over,predict_rfc_under,#string_protein_id,preferred_name,protein_size,annotation
6183.A0A3Q0KG44,894,0.0637583892617449,0.4082774049217001,0.3165548098434004,0.2751677852348993,0.0749440715883668,0.0145413870246085,0.0749440715883668,0.0883668903803132,0.0357941834451901,0.0592841163310962,0.0268456375838926,0.0536912751677852,0.0357941834451901,0.0961968680089485,0.0223713646532438,0.0335570469798657,0.0447427293064877,0.0402684563758389,0.0861297539149888,0.0682326621923937,0.0436241610738255,0.0727069351230425,0.0033557046979865,0.0246085011185682,5.0019,233,435,266,81,449,445,279,133,146,1,1,0.27938425216567,0.3247893028380833,380.0716889623653,0.3938829886408687,0.0693504736129905,0.006180138508993,7.653354621191456e-05,0.4997383683818303,0.3247893028380833,1,1,6183.A0A3Q0KG44,A0A3Q0KG44,894,DNA helicase; Belongs to the MCM family.
6183.A0A3Q0KG54,598,0.0769230769230769,0.3595317725752509,0.3511705685618729,0.2892976588628762,0.0501672240802675,0.0183946488294314,0.0535117056856187,0.0668896321070234,0.0384615384615384,0.0518394648829431,0.020066889632107,0.0535117056856187,0.0953177257525083,0.1003344481605351,0.0234113712374581,0.0334448160535117,0.0551839464882943,0.0451505016722408,0.0735785953177257,0.0618729096989966,0.0468227424749163,0.0735785953177257,0.0050167224080267,0.0334448160535117,10.0195,137,266,166,58,301,297,185,113,72,1,1,0.2976913793157778,0.4163064049358827,464.8229374316205,0.5040467587222912,0.0918470906630582,0.0078891847147798,9.217217341817734e-05,0.508166905088292,0.4163064049358827,1,1,6183.A0A3Q0KG54,A0A3Q0KG54,598,Pescadillo homolog; Required for maturation of ribosomal RNAs and formation of the large ribosomal subunit; Belongs to the pescadillo family.
6183.A0A3Q0KG66,626,0.0623003194888178,0.3466453674121406,0.3578274760383386,0.2955271565495208,0.0750798722044728,0.011182108626198,0.060702875399361,0.0447284345047923,0.047923322683706,0.0686900958466453,0.0223642172523961,0.0623003194888178,0.0638977635782747,0.1070287539936102,0.0159744408945686,0.0383386581469648,0.0463258785942492,0.047923322683706,0.0559105431309904,0.0798722044728434,0.0638977635782747,0.0734824281150159,0.0031948881789137,0.011182108626198,9.2681,187,324,199,53,327,299,155,89,66,1,1,0.2822519138365437,0.3731971020290242,390.3264922621152,0.4221028474567862,0.0718031123139377,0.0055720918093827,9.278325984769304e-05,0.502639076943682,0.3731971020290242,1,1,6183.A0A3Q0KG66,A0A3Q0KG66,626,AAA domain-containing protein; Belongs to the AAA ATPase family.
6183.A0A3Q0KG70,1255,0.0876494023904382,0.3266932270916334,0.3338645418326693,0.3394422310756972,0.0653386454183267,0.0159362549800796,0.0446215139442231,0.047808764940239,0.0517928286852589,0.0701195219123506,0.0223107569721115,0.1075697211155378,0.0589641434262948,0.1059760956175298,0.0191235059760956,0.0533864541832669,0.0254980079681274,0.0430278884462151,0.045418326693227,0.0812749003984063,0.0517928286852589,0.0541832669322709,0.0071713147410358,0.0286852589641434,8.7002,357,580,418,138,692,563,275,159,116,1,1,0.3156869241289587,0.2377379131163093,430.0059935302452,0.2840304177304652,0.0818673883626522,0.0082374953477845,0.0001862725311888,0.5099402247134638,0.2377379131163093,1,1,6183.A0A3Q0KG70,A0A3Q0KG70,1255,Smdr2.
6183.A0A3Q0KG86,697,0.0817790530846485,0.2682926829268293,0.4074605451936872,0.3242467718794835,0.024390243902439,0.0315638450502152,0.0588235294117647,0.0573888091822094,0.0358680057388809,0.0344332855093256,0.0315638450502152,0.0703012912482066,0.073170731707317,0.0975609756097561,0.018651362984218,0.1076040172166427,0.0401721664275466,0.0373027259684361,0.0329985652797704,0.0932568149210903,0.0760401721664275,0.0329985652797704,0.0114777618364418,0.0344332855093256,6.7894,181,348,157,79,301,396,177,96,81,1,1,0.3257583423862022,0.2913918335530409,624.0635232530792,0.4303422291629761,0.1342185385656292,0.014439308727747,0.0002492560241453,0.5240442734246081,0.2913918335530409,1,1,6183.A0A3Q0KG86,A0A3Q0KG86,697,Uncharacterized protein.
6183.A0A3Q0KG87,433,0.069284064665127,0.2979214780600462,0.3510392609699769,0.3510392609699769,0.0415704387990762,0.0277136258660508,0.0508083140877598,0.0646651270207852,0.0254041570438799,0.0969976905311778,0.0184757505773672,0.0646651270207852,0.0623556581986143,0.0969976905311778,0.0115473441108545,0.0369515011547344,0.0300230946882217,0.0277136258660508,0.0554272517321016,0.0739030023094688,0.0554272517321016,0.115473441108545,0.0138568129330254,0.0300230946882217,7.5234,128,229,138,38,240,193,109,59,50,1,1,0.2746495908314534,0.3656880285392252,424.73792699249583,0.4435043175344072,0.081359945872801,0.006040771758607,7.650543823951889e-05,0.5030716779222032,0.3656880285392252,1,1,6183.A0A3Q0KG87,A0A3Q0KG87,433,Adenylosuccinate synthetase; Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first commited step in the biosynthesis of AMP from IMP.
6183.A0A3Q0KG91,77,0.0519480519480519,0.3896103896103896,0.3246753246753247,0.2857142857142857,0.1298701298701298,0.0129870129870129,0.0389610389610389,0.0519480519480519,0.0129870129870129,0.0909090909090909,0.0649350649350649,0.0259740259740259,0.0909090909090909,0.0909090909090909,0.0129870129870129,0.0389610389610389,0.0259740259740259,0.0259740259740259,0.0779220779220779,0.0389610389610389,0.0389610389610389,0.0909090909090909,0.0,0.0389610389610389,10.395,24,39,26,9,41,36,25,18,7,1,1,0.3653958319128975,0.3989538775337518,640.6773268624918,0.5108709879443822,0.1388700947225981,0.018443748338946,9.770543522804086e-05,0.5240912602688137,0.3989538775337518,1,1,6183.A0A3Q0KG91,A0A3Q0KG91,77,Histone H2A; Belongs to the histone H2A family.
6183.A0A3Q0KGA2,239,0.0711297071129707,0.2845188284518828,0.3263598326359833,0.3891213389121339,0.0711297071129707,0.00836820083682,0.0543933054393305,0.0543933054393305,0.0376569037656903,0.0418410041841004,0.0502092050209205,0.100418410041841,0.0460251046025104,0.0878661087866108,0.0125523012552301,0.0585774058577405,0.0376569037656903,0.0251046025104602,0.0334728033472803,0.0878661087866108,0.100418410041841,0.0585774058577405,0.00418410041841,0.0292887029288702,6.359,74,124,76,29,117,122,57,31,26,1,1,0.2737375562346602,0.4147625155999597,357.1162247332383,0.4525215116649957,0.0641914749661705,0.0047583608550942,4.782186116738224e-05,0.4910892523233,0.4147625155999597,1,1,6183.A0A3Q0KGA2,A0A3Q0KGA2,239,Ribonuclease pH related.
6183.A0A3Q0KGB5,465,0.0989247311827957,0.3268817204301075,0.3376344086021505,0.3354838709677419,0.0494623655913978,0.0279569892473118,0.0473118279569892,0.0494623655913978,0.0494623655913978,0.0451612903225806,0.0408602150537634,0.0688172043010752,0.0516129032258064,0.1010752688172043,0.0258064516129032,0.053763440860215,0.053763440860215,0.0451612903225806,0.0559139784946236,0.086021505376344,0.0623655913978494,0.0365591397849462,0.0064516129032258,0.043010752688172,8.1871,126,215,119,65,236,229,114,69,45,1,1,0.263963728219251,0.2942751243494459,443.336326952006,0.3745883848971089,0.086349797023004,0.0064190840683692,0.0002007743711137,0.504613443758629,0.2942751243494459,1,1,6183.A0A3Q0KGB5,A0A3Q0KGB5,465,Seryl-tRNA synthetase.
6183.A0A3Q0KGC5,923,0.0595882990249187,0.3206933911159263,0.3683640303358613,0.3109425785482124,0.0725893824485373,0.0205850487540628,0.066088840736728,0.0444203683640303,0.0346695557963163,0.056338028169014,0.0260021668472372,0.0639219934994582,0.0682556879739978,0.0877573131094257,0.028169014084507,0.0552546045503792,0.0422535211267605,0.0346695557963163,0.0530877573131094,0.0801733477789815,0.0693391115926327,0.0715059588299024,0.0065005417118093,0.018418201516793,8.4318,276,493,273,79,464,459,238,136,102,1,1,0.2770969347031411,0.2988308602539692,313.27277134478777,0.3215790144604469,0.0522665764546684,0.0048854674578649,4.894825270550316e-05,0.4889326495841136,0.2988308602539692,1,1,6183.A0A3Q0KGC5,A0A3Q0KGC5,923,Tex protein-relatedtranscription accessory protein (S1 rna binding domain).
6183.A0A3Q0KGE3,671,0.1043219076005961,0.3263785394932936,0.3502235469448584,0.323397913561848,0.0566318926974664,0.014903129657228,0.0611028315946348,0.0730253353204172,0.0491803278688524,0.0551415797317436,0.0163934426229508,0.0566318926974664,0.067064083457526,0.0879284649776453,0.0134128166915052,0.0461997019374068,0.052160953800298,0.0342771982116244,0.0611028315946348,0.0685543964232488,0.0581222056631892,0.0730253353204172,0.0283159463487332,0.0268256333830104,6.7198,170,326,184,81,345,326,187,97,90,1,1,0.2988871646044145,0.424305687353704,422.87495829798667,0.4740564651425477,0.0810216508795669,0.006879335282528,9.682429986169902e-05,0.5017545667863925,0.424305687353704,1,1,6183.A0A3Q0KGE3,A0A3Q0KGE3,671,"Eukaryotic translation initiation factor 3 subunit B; Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome; Belongs to the eIF-3 subunit B family."
6183.A0A3Q0KGE8,114,0.1228070175438596,0.3070175438596491,0.3859649122807017,0.3070175438596491,0.043859649122807,0.0087719298245614,0.0614035087719298,0.0614035087719298,0.0701754385964912,0.0789473684210526,0.0175438596491228,0.0526315789473684,0.1140350877192982,0.0789473684210526,0.0263157894736842,0.043859649122807,0.043859649122807,0.0526315789473684,0.043859649122807,0.043859649122807,0.0526315789473684,0.0526315789473684,0.0175438596491228,0.0350877192982456,9.6909,26,49,26,16,58,56,34,20,14,1,1,0.2958127489954414,0.2452722090627226,411.19725605762665,0.3030027899514527,0.0771312584573748,0.0071940711914317,0.0001436990658601,0.5062523666878641,0.2452722090627226,1,1,6183.A0A3Q0KGE8,A0A3Q0KGE8,114,Glutathione peroxidase; Belongs to the glutathione peroxidase family.
6183.A0A3Q0KGG3,746,0.0683646112600536,0.3699731903485254,0.3485254691689008,0.2815013404825737,0.0589812332439678,0.0093833780160857,0.0630026809651474,0.0831099195710455,0.0268096514745308,0.0294906166219839,0.0335120643431635,0.0630026809651474,0.0804289544235924,0.1058981233243967,0.017426273458445,0.0442359249329758,0.0268096514745308,0.0428954423592493,0.0616621983914209,0.1045576407506702,0.0415549597855227,0.0656836461126005,0.0120643431635388,0.0294906166219839,7.2565,182,331,219,76,332,414,240,131,109,1,1,0.2136618774726817,0.2291348862777434,291.00839241351645,0.3029018461875617,0.0456698240866035,0.0026579473904168,0.0008317317148947,0.4914402073127694,0.2291348862777434,1,1,6183.A0A3Q0KGG3,A0A3Q0KGG3,746,"MICOS complex subunit MIC60; Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane."
6183.A0A3Q0KGI5,621,0.0660225442834138,0.3349436392914653,0.3494363929146538,0.3156199677938808,0.0950080515297906,0.0241545893719806,0.0515297906602254,0.0563607085346215,0.0338164251207729,0.0837359098228663,0.0193236714975845,0.0628019323671497,0.0563607085346215,0.0869565217391304,0.0144927536231884,0.0289855072463768,0.0466988727858293,0.0338164251207729,0.0483091787439613,0.0821256038647343,0.0563607085346215,0.0869565217391304,0.0048309178743961,0.0273752012882447,7.0351,212,345,206,53,352,269,144,77,67,1,1,0.2684792567723741,0.3011709364596903,495.1996418381653,0.4292343064580005,0.0994587280108254,0.0075409153846353,0.000120580515783,0.5145640059666428,0.3011709364596903,1,1,6183.A0A3Q0KGI5,A0A3Q0KGI5,621,Transketolase.
6183.A0A3Q0KGM3,554,0.0577617328519855,0.407942238267148,0.335740072202166,0.2563176895306859,0.0974729241877256,0.0072202166064981,0.0433212996389891,0.0667870036101083,0.0306859205776173,0.0487364620938628,0.0216606498194945,0.0451263537906137,0.0902527075812274,0.0848375451263537,0.01985559566787,0.0379061371841155,0.0505415162454873,0.0577617328519855,0.0812274368231047,0.0649819494584837,0.0613718411552346,0.0631768953068592,0.0108303249097472,0.0162454873646209,10.6698,155,263,161,44,263,291,168,107,61,1,1,0.254862340212879,0.3452125975835858,341.5765875822852,0.410248653817387,0.0590324763193504,0.0044861005348792,9.12429685954426e-05,0.496659854344301,0.3452125975835858,1,1,6183.A0A3Q0KGM3,A0A3Q0KGM3,554,U4/U6-associated RNA splicing factor-related.
6183.A0A3Q0KGQ0,1541,0.0512654120700843,0.3056456846203764,0.4347826086956521,0.2595717066839714,0.0622972096041531,0.0220635950681375,0.0421804023361453,0.0402336145360155,0.0240103828682673,0.0519143413367942,0.0324464633354964,0.044776119402985,0.0486696950032446,0.081116158338741,0.017521090201168,0.0882543802725503,0.0603504218040233,0.0421804023361453,0.0622972096041531,0.1434133679428942,0.0707332900713822,0.0382868267358857,0.0064892926670992,0.0207657365347177,9.575,540,893,349,129,662,879,348,221,127,1,1,0.2927561306920857,0.2790319595013319,279.44835172800646,0.2950436236748737,0.042202300405954,0.003503018537566,3.530288007942606e-05,0.4930153361823616,0.2790319595013319,1,1,6183.A0A3Q0KGQ0,A0A3Q0KGQ0,1541,RUN domain-containing protein.
6183.A0A3Q0KGR3,777,0.0694980694980695,0.2998712998712998,0.4028314028314028,0.2972972972972973,0.0733590733590733,0.0141570141570141,0.0604890604890604,0.045045045045045,0.0347490347490347,0.0875160875160875,0.0296010296010296,0.0669240669240669,0.0733590733590733,0.0939510939510939,0.0205920205920205,0.0566280566280566,0.0527670527670527,0.0283140283140283,0.0386100386100386,0.072072072072072,0.063063063063063,0.054054054054054,0.0128700128700128,0.0218790218790218,8.2749,241,415,224,77,414,363,192,110,82,1,1,0.2753473501319167,0.2366253697562159,661.8099280057781,0.4399876741956681,0.1441136671177266,0.0117344166638999,0.0004948753089263,0.529096159835083,0.2366253697562159,1,1,6183.A0A3Q0KGR3,A0A3Q0KGR3,777,"Aconitate hydratase, mitochondrial; Belongs to the aconitase/IPM isomerase family."
6183.A0A3Q0KGS5,568,0.0757042253521126,0.2887323943661972,0.4137323943661972,0.2975352112676056,0.0246478873239436,0.0105633802816901,0.0598591549295774,0.0704225352112676,0.0352112676056338,0.0369718309859154,0.0211267605633802,0.0774647887323943,0.0721830985915493,0.0757042253521126,0.0264084507042253,0.1126760563380281,0.0369718309859154,0.056338028169014,0.0352112676056338,0.0950704225352112,0.0616197183098591,0.051056338028169,0.0070422535211267,0.0334507042253521,5.5359,130,278,130,55,236,332,147,73,74,1,1,0.3424943482518272,0.3339465492582518,389.07234257987847,0.4419232037092467,0.0714648173207036,0.0081667535906165,0.0001495614113469,0.5025742509589509,0.3339465492582518,1,1,6183.A0A3Q0KGS5,A0A3Q0KGS5,568,Uncharacterized protein.
6183.A0A3Q0KGT2,222,0.0765765765765765,0.3558558558558558,0.3378378378378378,0.3063063063063063,0.063063063063063,0.009009009009009,0.045045045045045,0.0855855855855855,0.054054054054054,0.0495495495495495,0.0405405405405405,0.036036036036036,0.0855855855855855,0.1036036036036036,0.018018018018018,0.0405405405405405,0.0495495495495495,0.0405405405405405,0.045045045045045,0.0675675675675675,0.0585585585585585,0.0855855855855855,0.0,0.0225225225225225,7.5462,55,104,64,26,109,113,67,38,29,1,1,0.2546247205575083,0.2712737700679313,535.679173522196,0.4159709133983818,0.1103687415426251,0.0077353052259499,0.0002136445026104,0.5175711538299091,0.2712737700679313,1,1,6183.A0A3Q0KGT2,A0A3Q0KGT2,222,"GrpE protein homolog; Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner; Belongs to the GrpE family."
6183.A0A3Q0KGT7,691,0.085383502170767,0.3429811866859624,0.3357452966714906,0.321273516642547,0.0607814761215629,0.0159189580318379,0.0376266280752532,0.0419681620839363,0.0463096960926193,0.0795947901591895,0.0217076700434153,0.0723589001447178,0.044862518089725,0.1273516642547033,0.0202604920405209,0.0405209840810419,0.0274963820549927,0.0434153400868306,0.0492040520984081,0.1056439942112879,0.0477568740955137,0.0781476121562952,0.0,0.0390738060781476,8.8204,214,341,234,74,392,299,135,80,55,1,1,0.2998736185825233,0.2388466177838041,387.3611037921486,0.2725849287362082,0.0705345060893098,0.006720840731201,9.012140660371572e-05,0.5057267542635473,0.2388466177838041,1,1,6183.A0A3Q0KGT7,A0A3Q0KGT7,691,Smdr1.
6183.A0A3Q0KGU1,189,0.1058201058201058,0.2857142857142857,0.3862433862433862,0.328042328042328,0.0529100529100529,0.0317460317460317,0.0687830687830687,0.0529100529100529,0.0793650793650793,0.0687830687830687,0.0105820105820105,0.0687830687830687,0.0846560846560846,0.0899470899470899,0.0211640211640211,0.0423280423280423,0.0634920634920634,0.037037037037037,0.0317460317460317,0.0582010582010582,0.0529100529100529,0.0582010582010582,0.0105820105820105,0.0158730158730158,6.4522,50,94,51,22,106,83,47,24,23,1,1,0.2576116477179985,0.279455223528301,413.0339225099071,0.3490561892239865,0.0778924221921515,0.0054353113552873,0.0002063210345305,0.504439251415584,0.279455223528301,1,1,6183.A0A3Q0KGU1,A0A3Q0KGU1,189,"Inosine triphosphate pyrophosphatase; Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as inosine triphosphate (ITP), deoxyinosine triphosphate (dITP) or xanthosine 5'-triphosphate (XTP) to their respective monophosphate derivatives. The enzyme does not distinguish between the deoxy- and ribose forms. Probably excludes non-canonical purines from RNA and DNA precursor pools, thus preventing their incorporation into RNA and DNA and avoiding chromosomal lesions. Belongs to the HAM1 NTPase family."
6183.A0A3Q0KGY5,188,0.0851063829787234,0.3351063829787234,0.351063829787234,0.3138297872340425,0.0638297872340425,0.0159574468085106,0.0585106382978723,0.0425531914893617,0.0372340425531914,0.0585106382978723,0.0319148936170212,0.0957446808510638,0.0531914893617021,0.0957446808510638,0.0372340425531914,0.0478723404255319,0.0319148936170212,0.0425531914893617,0.0531914893617021,0.101063829787234,0.0585106382978723,0.026595744680851,0.0106382978723404,0.0372340425531914,7.8358,56,87,53,22,96,92,45,26,19,1,1,0.2685632901063488,0.230286650635228,336.15406158281843,0.2570972096965048,0.0580175913396481,0.005068288974143,3.661736197940131e-05,0.4933274107083664,0.230286650635228,1,1,6183.A0A3Q0KGY5,A0A3Q0KGY5,188,Aspartate aminotransferase.
6183.A0A3Q0KGZ5,535,0.1046728971962616,0.3102803738317756,0.3532710280373832,0.3364485981308411,0.0747663551401869,0.0242990654205607,0.0523364485981308,0.0485981308411214,0.0523364485981308,0.0672897196261682,0.0186915887850467,0.0691588785046729,0.0579439252336448,0.0878504672897196,0.0093457943925233,0.0485981308411214,0.0485981308411214,0.0411214953271028,0.0485981308411214,0.0785046728971962,0.0654205607476635,0.0542056074766355,0.0093457943925233,0.0429906542056074,7.8817,166,275,153,66,289,246,121,67,54,1,1,0.2684909683999359,0.270728410163726,453.0932831222124,0.381964033229785,0.0882949932341001,0.0069199336553302,0.0001045554485514,0.5101627602686518,0.270728410163726,1,1,6183.A0A3Q0KGZ5,A0A3Q0KGZ5,535,Delta-1-pyrroline-5-carboxylate dehydrogenase; Belongs to the aldehyde dehydrogenase family.
6183.A0A3Q0KH03,483,0.0455486542443064,0.3416149068322981,0.3540372670807453,0.3043478260869565,0.072463768115942,0.020703933747412,0.0662525879917184,0.0496894409937888,0.0248447204968944,0.041407867494824,0.0227743271221532,0.0869565217391304,0.0372670807453416,0.1180124223602484,0.0144927536231884,0.0455486542443064,0.0434782608695652,0.0455486542443064,0.041407867494824,0.1200828157349896,0.0600414078674948,0.0683229813664596,0.0041407867494824,0.0165631469979296,4.8268,152,260,167,33,247,236,105,49,56,1,1,0.2707165118552921,0.3602816020025031,376.3798599523188,0.4147576143997651,0.06765899864682,0.0049826923604239,3.936704561439374e-05,0.5043739602880386,0.3602816020025031,1,1,6183.A0A3Q0KH03,A0A3Q0KH03,483,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex.
6183.A0A3Q0KH18,1599,0.0756722951844903,0.3101938711694809,0.4071294559099437,0.2826766729205753,0.0556597873671044,0.0093808630393996,0.0719199499687304,0.0700437773608505,0.0343964978111319,0.0631644777986241,0.016260162601626,0.0619136960600375,0.0931832395247029,0.0744215134459036,0.0212632895559724,0.0575359599749843,0.0419011882426516,0.0343964978111319,0.0544090056285178,0.0794246404002501,0.056910569105691,0.0625390869293308,0.0112570356472795,0.0300187617260788,8.4204,423,797,407,147,745,854,489,262,227,1,1,0.2786362286829454,0.2175277515880731,823.0789240326227,0.4759789347804221,0.1875845737483085,0.0158687549996244,0.0008691232485393,0.5420242790966319,0.2173316039310956,1,1,6183.A0A3Q0KH18,A0A3Q0KH18,1599,DNA topoisomerase 2; Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double- strand breaks.
6183.A0A3Q0KH21,561,0.0623885918003565,0.3351158645276292,0.3262032085561497,0.338680926916221,0.0766488413547237,0.0213903743315508,0.0499108734402852,0.0641711229946524,0.0285204991087344,0.0784313725490196,0.0374331550802139,0.0819964349376114,0.0445632798573975,0.0748663101604278,0.0303030303030303,0.035650623885918,0.0445632798573975,0.0285204991087344,0.0606060606060606,0.0730837789661319,0.053475935828877,0.0819964349376114,0.0035650623885918,0.0303030303030303,6.951,170,289,177,56,310,251,144,80,64,1,1,0.2671130066841426,0.2542947573832131,581.3302557192918,0.4226672460369959,0.1226319350473613,0.0093656337384986,0.0002017571491457,0.5213101293893493,0.2542947573832131,1,1,6183.A0A3Q0KH21,A0A3Q0KH21,561,Pyruvate kinase; Belongs to the pyruvate kinase family.
6183.A0A3Q0KH84,412,0.1043689320388349,0.3689320388349514,0.3179611650485437,0.3131067961165048,0.0703883495145631,0.0097087378640776,0.0461165048543689,0.0655339805825242,0.0436893203883495,0.0606796116504854,0.0315533980582524,0.058252427184466,0.0412621359223301,0.1019417475728155,0.0339805825242718,0.0436893203883495,0.0461165048543689,0.0364077669902912,0.0606796116504854,0.0800970873786407,0.0461165048543689,0.0631067961165048,0.0097087378640776,0.0509708737864077,6.8221,110,192,121,56,226,186,101,55,46,1,1,0.2923980925372095,0.2493483366166928,547.1657044011992,0.3600333539397198,0.113413396481732,0.0102856885719632,0.0001206110666035,0.5187884819187076,0.2493483366166928,1,1,6183.A0A3Q0KH84,A0A3Q0KH84,412,Protein-serine/threonine kinase.
6183.A0A3Q0KHB0,560,0.0803571428571428,0.3660714285714285,0.3517857142857143,0.2821428571428571,0.05,0.0142857142857142,0.0678571428571428,0.0839285714285714,0.0357142857142857,0.0482142857142857,0.0535714285714285,0.0464285714285714,0.0714285714285714,0.0839285714285714,0.0321428571428571,0.0535714285714285,0.0357142857142857,0.0357142857142857,0.0803571428571428,0.075,0.0339285714285714,0.0535714285714285,0.0035714285714285,0.0410714285714285,7.6952,124,242,131,75,249,311,200,115,85,1,1,0.2584990436638636,0.3661327426088438,270.23306829656576,0.3914695863963341,0.0410182679296346,0.0030695471502824,4.3162686330010055e-05,0.4837932317313423,0.3661327426088438,1,1,6183.A0A3Q0KHB0,A0A3Q0KHB0,560,Serine/threonine kinase.
6183.A0A3Q0KHC6,1136,0.0765845070422535,0.3221830985915493,0.3459507042253521,0.3318661971830986,0.0519366197183098,0.0316901408450704,0.0431338028169014,0.0492957746478873,0.0343309859154929,0.0413732394366197,0.0378521126760563,0.0651408450704225,0.0616197183098591,0.1029929577464788,0.0140845070422535,0.0598591549295774,0.0501760563380281,0.0501760563380281,0.0536971830985915,0.0897887323943662,0.0651408450704225,0.0554577464788732,0.0158450704225352,0.0264084507042253,8.7642,318,555,313,130,556,580,279,174,105,1,1,0.2823619792576038,0.26618240160378,478.95094972589465,0.3718161907139884,0.0953146143437077,0.008588533075971,0.0001994133519991,0.5117259641740494,0.26618240160378,1,1,6183.A0A3Q0KHC6,A0A3Q0KHC6,1136,Uncharacterized protein.
6183.A0A3Q0KHE7,737,0.0881953867028493,0.32157394843962,0.3568521031207598,0.32157394843962,0.0651289009497964,0.0176390773405698,0.0474898236092265,0.0502035278154681,0.0420624151967435,0.0556309362279511,0.0217096336499321,0.0583446404341926,0.0325644504748982,0.0746268656716417,0.0257801899592944,0.0705563093622795,0.0556309362279511,0.0624151967435549,0.0434192672998643,0.0949796472184531,0.0583446404341926,0.0773405698778833,0.0081411126187245,0.0379918588873812,5.6013,215,400,203,81,382,355,144,72,72,1,1,0.3160234482956948,0.2807508159924218,434.17758575645576,0.3229236595004625,0.0833897158322057,0.0082538140587329,0.0001028759170227,0.5073729287598697,0.2807508159924218,1,1,6183.A0A3Q0KHE7,A0A3Q0KHE7,737,Uncharacterized protein; Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N-methyltransferase family.
6183.A0A3Q0KHI3,144,0.0416666666666666,0.3611111111111111,0.375,0.2638888888888889,0.0625,0.0208333333333333,0.0763888888888889,0.0694444444444444,0.0138888888888888,0.0625,0.0277777777777777,0.0555555555555555,0.0694444444444444,0.0833333333333333,0.0555555555555555,0.0625,0.0138888888888888,0.0277777777777777,0.0625,0.0902777777777777,0.0625,0.0555555555555555,0.0069444444444444,0.0208333333333333,6.4803,43,73,37,10,65,79,44,23,21,1,1,0.2502448282465627,0.3938654740931472,261.3498642837348,0.4175783403939652,0.0398342354533152,0.0031738753427615,2.768952501056123e-05,0.4754699496301361,0.3938654740931472,1,1,6183.A0A3Q0KHI3,A0A3Q0KHI3,144,Uncharacterized protein.
6183.A0A3Q0KHI9,373,0.0777479892761394,0.3404825737265415,0.3404825737265415,0.3190348525469169,0.0777479892761394,0.032171581769437,0.0455764075067024,0.0482573726541554,0.0428954423592493,0.0589812332439678,0.0241286863270777,0.0804289544235924,0.064343163538874,0.0831099195710455,0.032171581769437,0.0428954423592493,0.0616621983914209,0.032171581769437,0.067024128686327,0.067024128686327,0.0455764075067024,0.0589812332439678,0.0053619302949061,0.0294906166219839,9.3513,105,183,112,38,210,163,93,58,35,1,1,0.2512604396962423,0.3168641822655573,404.859687496849,0.3887050011949206,0.0759472259810554,0.0051660665982081,9.347131348124812e-05,0.5020562444301548,0.3168641822655573,1,1,6183.A0A3Q0KHI9,A0A3Q0KHI9,373,[acyl-carrier protein] S-malonyltransferase.
6183.A0A3Q0KHM7,467,0.0513918629550321,0.2890792291220557,0.4475374732334047,0.2633832976445396,0.0428265524625267,0.012847965738758,0.0513918629550321,0.0556745182012847,0.032119914346895,0.0428265524625267,0.0214132762312633,0.0556745182012847,0.0706638115631691,0.0620985010706638,0.019271948608137,0.0642398286937901,0.0706638115631691,0.0342612419700214,0.0749464668094218,0.1477516059957173,0.0620985010706638,0.0599571734475374,0.0021413276231263,0.0171306209850107,10.1921,144,259,103,34,195,272,128,78,50,1,1,0.353576266639602,0.3157438311225217,447.4938413469818,0.3547161793195462,0.0867726657645466,0.0094079608722181,8.142084330177236e-05,0.5098067965442483,0.3157438311225217,1,1,6183.A0A3Q0KHM7,A0A3Q0KHM7,467,Uncharacterized protein.
