#string_protein_id	preferred_name	protein_size	annotation
6183.A0A3Q0KQM0	A0A3Q0KQM0	2690	ARID domain-containing protein.
6183.A0A3Q0KQM2	A0A3Q0KQM2	835	WD_REPEATS_REGION domain-containing protein.
6183.A0A3Q0KQM3	A0A3Q0KQM3	781	Putative progesterone-induced-blocking factor.
6183.A0A3Q0KQM4	A0A3Q0KQM4	789	Putative oxysterol-binding protein.
6183.A0A3Q0KQM5	A0A3Q0KQM5	337	Post-GPI attachment to proteins factor 3; Involved in the lipid remodeling steps of GPI-anchor maturation; Belongs to the PGAP3 family.
6183.A0A3Q0KQM6	A0A3Q0KQM6	980	SWI/SNF-related.
6183.A0A3Q0KQM8	A0A3Q0KQM8	482	RRM domain-containing protein.
6183.A0A3Q0KQM9	A0A3Q0KQM9	412	Uncharacterized protein.
6183.A0A3Q0KQN0	A0A3Q0KQN0	1237	Calcium-activated potassium channel.
6183.A0A3Q0KQN1	A0A3Q0KQN1	332	Rna-binding protein musashi-related.
6183.A0A3Q0KQN3	A0A3Q0KQN3	984	Putative rassf1.
6183.A0A3Q0KQN4	A0A3Q0KQN4	234	Uncharacterized protein.
6183.A0A3Q0KQN6	A0A3Q0KQN6	464	Putative cytochrome P450; Belongs to the cytochrome P450 family.
6183.A0A3Q0KQN7	A0A3Q0KQN7	2373	DUF667 domain-containing protein.
6183.A0A3Q0KQN8	A0A3Q0KQN8	382	TLC domain-containing protein.
6183.A0A3Q0KQN9	A0A3Q0KQN9	1348	Ras-GEF domain-containing protein.
6183.A0A3Q0KQP0	A0A3Q0KQP0	4769	Uncharacterized protein.
6183.A0A3Q0KQP1	A0A3Q0KQP1	1012	Uncharacterized protein.
6183.A0A3Q0KQP2	A0A3Q0KQP2	1904	DNA-directed RNA polymerase subunit; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.
6183.A0A3Q0KQP3	A0A3Q0KQP3	1619	Uncharacterized protein.
6183.A0A3Q0KQP4	A0A3Q0KQP4	882	Putative growth factor receptor-bound protein.
6183.A0A3Q0KQP5	A0A3Q0KQP5	1429	Uncharacterized protein.
6183.A0A3Q0KQP6	A0A3Q0KQP6	1041	Uncharacterized protein.
6183.A0A3Q0KQP7	A0A3Q0KQP7	291	Ribosome biogenesis protein brix, putative.
6183.A0A3Q0KQP8	A0A3Q0KQP8	545	Putative yeast nucleolar complex.
6183.A0A3Q0KQQ0	A0A3Q0KQQ0	565	Putative dead box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.
6183.A0A3Q0KQQ1	A0A3Q0KQQ1	928	Uncharacterized protein.
6183.A0A3Q0KQQ2	A0A3Q0KQQ2	1076	Protein kinase.
6183.A0A3Q0KQQ3	A0A3Q0KQQ3	638	Alpha-amylase, putative.
6183.A0A3Q0KQQ4	A0A3Q0KQQ4	1874	Agrin, putative.
6183.A0A3Q0KQQ5	A0A3Q0KQQ5	165	Putative phosphoglucomutase.
6183.A0A3Q0KQQ7	A0A3Q0KQQ7	684	Putative partner of ralbp-1.
6183.A0A3Q0KQQ8	A0A3Q0KQQ8	701	Putative ocrl type II inositol 5-phosphatase.
6183.A0A3Q0KQQ9	A0A3Q0KQQ9	332	RIIa domain-containing protein.
6183.A0A3Q0KQR0	A0A3Q0KQR0	201	Putative prion interactor pint1.
6183.A0A3Q0KQR1	A0A3Q0KQR1	33	Uncharacterized protein.
6183.A0A3Q0KQR2	A0A3Q0KQR2	348	Uncharacterized protein.
6183.A0A3Q0KQR3	A0A3Q0KQR3	426	Cysteine-rich with egf-like domains protein.
6183.A0A3Q0KQR4	A0A3Q0KQR4	430	Rhodopsin-like orphan GPCR,putative.
6183.A0A3Q0KQR5	A0A3Q0KQR5	1698	Putative erythrocyte membrane protein.
6183.A0A3Q0KQR6	A0A3Q0KQR6	1239	Uncharacterized protein.
6183.A0A3Q0KQR9	A0A3Q0KQR9	1350	Uncharacterized protein.
6183.A0A3Q0KQS0	A0A3Q0KQS0	779	Suppressor of actin (Sac)-related.
6183.A0A3Q0KQS1	A0A3Q0KQS1	463	Uncharacterized protein.
6183.A0A3Q0KQS2	A0A3Q0KQS2	646	Serine/threonine kinase.
6183.A0A3Q0KQS3	A0A3Q0KQS3	826	Uncharacterized protein.
6183.A0A3Q0KQS4	A0A3Q0KQS4	499	Uncharacterized protein.
6183.A0A3Q0KQS5	A0A3Q0KQS5	329	Putative udp-galactose transporter.
6183.A0A3Q0KQS6	A0A3Q0KQS6	1135	Uncharacterized protein.
6183.A0A3Q0KQS7	A0A3Q0KQS7	248	Putative breast cancer metastasis-suppressor.
6183.A0A3Q0KQS8	A0A3Q0KQS8	236	Glycosyltransferase-related.
6183.A0A3Q0KQS9	A0A3Q0KQS9	1183	DNA topoisomerase; Introduces a single-strand break via transesterification at a target site in duplex DNA. Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. Belongs to the type IA topoisomerase family.
6183.A0A3Q0KQT0	A0A3Q0KQT0	412	Putative lim domain.
6183.A0A3Q0KQT1	A0A3Q0KQT1	407	Family M13 unassigned peptidase (M13 family).
6183.A0A3Q0KQT2	A0A3Q0KQT2	2345	Uncharacterized protein.
6183.A0A3Q0KQT3	A0A3Q0KQT3	338	PPP1R35_C domain-containing protein.
6183.A0A3Q0KQT5	A0A3Q0KQT5	274	Lipoma hmgic fusion partner-like protein.
6183.A0A3Q0KQT7	A0A3Q0KQT7	656	Tyrosine kinase; Belongs to the protein kinase superfamily. Tyr protein kinase family.
6183.A0A3Q0KQT8	A0A3Q0KQT8	988	Bile acid beta-glucosidase-related.
6183.A0A3Q0KQT9	A0A3Q0KQT9	3170	Putative multiple ankyrin repeats single kh domain protein.
6183.A0A3Q0KQU0	A0A3Q0KQU0	1313	Putative atp-dependent RNA helicase.
6183.A0A3Q0KQU1	A0A3Q0KQU1	493	Putative peptide (FMRFamide/neurokinin-3)-like receptor.
6183.A0A3Q0KQU2	A0A3Q0KQU2	590	Putative synoviolin.
6183.A0A3Q0KQU3	A0A3Q0KQU3	1744	Uncharacterized protein.
6183.A0A3Q0KQU4	A0A3Q0KQU4	538	Thioredoxin domain-containing protein.
6183.A0A3Q0KQU5	A0A3Q0KQU5	501	Uncharacterized protein.
6183.A0A3Q0KQU6	A0A3Q0KQU6	417	Mitochondrial import inner membrane translocase subunit TIM44; Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner; Belongs to the Tim44 family.
6183.A0A3Q0KQU7	A0A3Q0KQU7	577	Putative cellular myosin heavy chain.
6183.A0A3Q0KQU8	A0A3Q0KQU8	1052	Uncharacterized protein.
6183.A0A3Q0KQU9	A0A3Q0KQU9	543	Rna-binding protein musashi-related.
6183.A0A3Q0KQV0	A0A3Q0KQV0	5604	Putative von Willebrand factor type A domain-containing protein.
6183.A0A3Q0KQV1	A0A3Q0KQV1	585	Uncharacterized protein.
6183.A0A3Q0KQV2	A0A3Q0KQV2	788	Putative oxysterol-binding protein.
6183.A0A3Q0KQV3	A0A3Q0KQV3	623	Putative dead box ATP-dependent RNA helicase.
6183.A0A3Q0KQV4	A0A3Q0KQV4	144	Uncharacterized protein.
6183.A0A3Q0KQV6	A0A3Q0KQV6	1380	DNA-directed RNA polymerase subunit; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.
6183.A0A3Q0KQV7	A0A3Q0KQV7	1060	Putative tripartite motif protein trim9.
6183.A0A3Q0KQV8	A0A3Q0KQV8	386	Uncharacterized protein.
6183.A0A3Q0KQW0	A0A3Q0KQW0	915	Putative nachr subunit.
6183.A0A3Q0KQW1	A0A3Q0KQW1	255	Uncharacterized protein.
6183.A0A3Q0KQW3	A0A3Q0KQW3	3133	Uncharacterized protein.
6183.A0A3Q0KQW5	A0A3Q0KQW5	1300	BED-type domain-containing protein.
6183.A0A3Q0KQW6	A0A3Q0KQW6	196	Putative chaperone protein DNAj.
6183.A0A3Q0KQW7	A0A3Q0KQW7	2612	Putative jumonji/arid domain-containing protein.
6183.A0A3Q0KQW9	A0A3Q0KQW9	412	Ethanolamine-phosphate cytidylyltransferase.
6183.A0A3Q0KQX0	A0A3Q0KQX0	934	Glycogenin-related.
6183.A0A3Q0KQX1	A0A3Q0KQX1	1873	BED-type domain-containing protein.
6183.A0A3Q0KQX2	A0A3Q0KQX2	972	Putative forkhead protein/ forkhead protein domain.
6183.A0A3Q0KQX3	A0A3Q0KQX3	889	Uncharacterized protein.
6183.A0A3Q0KQX4	A0A3Q0KQX4	274	Uncharacterized protein.
6183.A0A3Q0KQX7	A0A3Q0KQX7	114	Uncharacterized protein.
6183.A0A3Q0KQX9	A0A3Q0KQX9	281	Uncharacterized protein.
6183.A0A3Q0KQY2	A0A3Q0KQY2	464	Uncharacterized protein.
6183.A0A3Q0KQY3	A0A3Q0KQY3	560	Protein Wnt; Ligand for members of the frizzled family of seven transmembrane receptors; Belongs to the Wnt family.
6183.A0A3Q0KQY4	A0A3Q0KQY4	337	Uncharacterized protein.
6183.A0A3Q0KQY5	A0A3Q0KQY5	886	Uncharacterized protein.
6183.A0A3Q0KQY6	A0A3Q0KQY6	272	Putative rna-binding protein lin-28.
6183.A0A3Q0KQY7	A0A3Q0KQY7	221	Fumarate hydratase.
6183.A0A3Q0KQY8	A0A3Q0KQY8	173	Uncharacterized protein.
6183.A0A3Q0KQY9	A0A3Q0KQY9	1339	Kelch-like protein.
6183.A0A3Q0KQZ0	A0A3Q0KQZ0	1199	SAM domain-containing protein.
6183.A0A3Q0KQZ1	A0A3Q0KQZ1	804	Uncharacterized protein.
6183.A0A3Q0KQZ2	A0A3Q0KQZ2	1209	Uncharacterized protein.
6183.A0A3Q0KQZ3	A0A3Q0KQZ3	1075	Uncharacterized protein.
6183.A0A3Q0KQZ4	A0A3Q0KQZ4	277	Uncharacterized protein.
6183.A0A3Q0KQZ6	A0A3Q0KQZ6	446	Putative diacylglycerol O-acyltransferase.
6183.A0A3Q0KQZ7	A0A3Q0KQZ7	1102	Putative glypican; Belongs to the glypican family.
6183.A0A3Q0KQZ8	A0A3Q0KQZ8	1087	Uncharacterized protein.
6183.A0A3Q0KQZ9	A0A3Q0KQZ9	916	Putative ras guanine nucleotide exchange factor RasGEFB.
6183.A0A3Q0KR00	A0A3Q0KR00	331	Uncharacterized protein.
6183.A0A3Q0KR02	A0A3Q0KR02	234	Venom allergen-like (VAL) 21 protein.
6183.A0A3Q0KR05	A0A3Q0KR05	1227	Putative amp dependent ligase.
6183.A0A3Q0KR06	A0A3Q0KR06	1796	Serine/threonine kinase; Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family.
6183.A0A3Q0KR07	A0A3Q0KR07	375	Nuclear receptor coactivator 2 (NCoA-2) (Transcriptional intermediary factor 2) (XTIF2), putative.
6183.A0A3Q0KR08	A0A3Q0KR08	345	Sphingoid long chain base kinase.
6183.A0A3Q0KR09	A0A3Q0KR09	449	Enkurin domain-containing protein.
6183.A0A3Q0KR10	A0A3Q0KR10	1126	Serine/threonine kinase; Belongs to the protein kinase superfamily. AGC Ser/Thr protein kinase family.
6183.A0A3Q0KR12	A0A3Q0KR12	681	Mername-AA248 (C02 family); Belongs to the peptidase C2 family.
6183.A0A3Q0KR15	A0A3Q0KR15	2328	Helicase mot1, putative.
6183.A0A3Q0KR16	A0A3Q0KR16	1175	IRS-type PTB domain-containing protein.
6183.A0A3Q0KR17	A0A3Q0KR17	1341	BTB_3 domain-containing protein.
6183.A0A3Q0KR18	A0A3Q0KR18	419	Uncharacterized protein.
6183.A0A3Q0KR19	A0A3Q0KR19	759	Putative solute carrier family 33 (Acetyl-CoA transporter).
6183.A0A3Q0KR20	A0A3Q0KR20	2003	Uncharacterized protein.
6183.A0A3Q0KR21	A0A3Q0KR21	698	DEAD box ATP-dependent RNA helicase, putative; Belongs to the DEAD box helicase family.
6183.A0A3Q0KR22	A0A3Q0KR22	911	Uncharacterized protein.
6183.A0A3Q0KR24	A0A3Q0KR24	69	MEG-2 (ESP15) family.
6183.A0A3Q0KR25	A0A3Q0KR25	550	Macrophage scavenger receptor-related.
6183.A0A3Q0KR26	A0A3Q0KR26	624	Uncharacterized protein.
6183.A0A3Q0KR27	A0A3Q0KR27	1020	Protein kinase.
6183.A0A3Q0KR28	A0A3Q0KR28	835	Protein kinase.
6183.A0A3Q0KR29	A0A3Q0KR29	184	ADP-ribosylation factor-like 3, arl3; Belongs to the small GTPase superfamily. Arf family.
6183.A0A3Q0KR30	A0A3Q0KR30	655	Uncharacterized protein.
6183.A0A3Q0KR31	A0A3Q0KR31	682	Kinase, putative.
6183.A0A3Q0KR32	A0A3Q0KR32	179	Peptidase_M13 domain-containing protein.
6183.A0A3Q0KR33	A0A3Q0KR33	294	Uncharacterized protein.
6183.A0A3Q0KR34	A0A3Q0KR34	497	Putative ring finger protein.
6183.A0A3Q0KR35	A0A3Q0KR35	716	Solute carrier organic anion transporter family member.
6183.A0A3Q0KR36	A0A3Q0KR36	1270	Putative plexin.
6183.A0A3Q0KR37	A0A3Q0KR37	423	Uncharacterized protein.
6183.A0A3Q0KR39	A0A3Q0KR39	336	Thiamin pyrophosphokinase-related.
6183.A0A3Q0KR40	A0A3Q0KR40	519	MFS domain-containing protein.
6183.A0A3Q0KR41	A0A3Q0KR41	737	Uncharacterized protein.
6183.A0A3Q0KR42	A0A3Q0KR42	497	PDZ domain-containing protein.
6183.A0A3Q0KR43	A0A3Q0KR43	1395	Uncharacterized protein.
6183.A0A3Q0KR44	A0A3Q0KR44	800	Family M13 unassigned peptidase (M13 family).
6183.A0A3Q0KR45	A0A3Q0KR45	182	Venom allergen-like (VAL) 23 protein.
6183.A0A3Q0KR46	A0A3Q0KR46	1432	Uncharacterized protein.
6183.A0A3Q0KR47	A0A3Q0KR47	204	ULP_PROTEASE domain-containing protein.
6183.A0A3Q0KR49	A0A3Q0KR49	416	Uncharacterized protein.
6183.A0A3Q0KR51	A0A3Q0KR51	850	Uncharacterized protein.
6183.A0A3Q0KR52	A0A3Q0KR52	1038	Gamma-tubulin complex component.
6183.A0A3Q0KR53	A0A3Q0KR53	570	Family C48 unassigned peptidase (C48 family).
6183.A0A3Q0KR54	A0A3Q0KR54	1761	Putative collagen alpha chain.
6183.A0A3Q0KR55	A0A3Q0KR55	415	N2227 domain-containing protein.
6183.A0A3Q0KR56	A0A3Q0KR56	850	Putative transcription factor ap-2 gamma.
6183.A0A3Q0KR57	A0A3Q0KR57	648	Putative ef-hand domain (C-terminal) containing protein.
6183.A0A3Q0KR58	A0A3Q0KR58	3455	Platelet binding protein-related.
6183.A0A3Q0KR59	A0A3Q0KR59	1140	Protein kinase.
6183.A0A3Q0KR61	A0A3Q0KR61	512	Putative leukocyte receptor cluster (Lrc) member 4 protein; Belongs to the membrane-bound acyltransferase family.
6183.A0A3Q0KR62	A0A3Q0KR62	356	Uncharacterized protein.
6183.A0A3Q0KR63	A0A3Q0KR63	902	Uncharacterized protein.
6183.A0A3Q0KR67	A0A3Q0KR67	2511	Putative tpr.
6183.A0A3Q0KR68	A0A3Q0KR68	1370	Septate junction protein.
6183.A0A3Q0KR70	A0A3Q0KR70	615	Putative potassium channel tetramerization domain-containing.
6183.A0A3Q0KR71	A0A3Q0KR71	1598	Helicase, putative.
6183.A0A3Q0KR72	A0A3Q0KR72	281	Uncharacterized protein.
6183.A0A3Q0KR73	A0A3Q0KR73	792	Nuclear pore complex protein Nup85; Functions as a component of the nuclear pore complex (NPC).
6183.A0A3Q0KR74	A0A3Q0KR74	613	Ima1_N domain-containing protein.
6183.A0A3Q0KR75	A0A3Q0KR75	1857	Putative kif1; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family.
6183.A0A3Q0KR76	A0A3Q0KR76	332	Putative reticulocalbin.
6183.A0A3Q0KR77	A0A3Q0KR77	2943	Uncharacterized protein.
6183.A0A3Q0KR78	A0A3Q0KR78	1366	Putative fh1/fh2 domains-containing protein (Formin homolog overexpressed in spleen) (Fhos).
6183.A0A3Q0KR79	A0A3Q0KR79	2054	WD_REPEATS_REGION domain-containing protein.
6183.A0A3Q0KR80	A0A3Q0KR80	1602	Metallocarboxypeptidase D peptidase unit 2 (M14 family).
6183.A0A3Q0KR83	A0A3Q0KR83	589	G-protein coupled receptor,putative; Belongs to the G-protein coupled receptor 1 family.
6183.A0A3Q0KR84	A0A3Q0KR84	2555	Voltage-dependent L-type calcium channel subunit alpha; Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death; Belongs to the calcium channel alpha-1 subunit (TC 1.A.1.11) family.
6183.A0A3Q0KR85	A0A3Q0KR85	1103	Putative glypican; Belongs to the glypican family.
6183.A0A3Q0KR86	A0A3Q0KR86	1495	Transcription factor,putative.
6183.A0A3Q0KR89	A0A3Q0KR89	284	Sm domain-containing protein.
6183.A0A3Q0KR90	A0A3Q0KR90	1067	Putative receptor protein tyrosine phosphatase r (Pcptp1).
6183.A0A3Q0KR93	A0A3Q0KR93	1236	Putative serine/threonine-protein kinase STE20.
6183.A0A3Q0KR94	A0A3Q0KR94	448	DNA primase; Belongs to the eukaryotic-type primase small subunit family.
6183.A0A3Q0KR97	A0A3Q0KR97	266	WIF domain-containing protein.
6183.A0A3Q0KR98	A0A3Q0KR98	616	Rhodopsin-like orphan GPCR, putative.
6183.A0A3Q0KR99	A0A3Q0KR99	513	Putative dna double-strand break repair rad50 ATPase.
6183.A0A3Q0KRA0	A0A3Q0KRA0	1423	Uncharacterized protein.
6183.A0A3Q0KRA1	A0A3Q0KRA1	1380	Semaphorin 5-related.
6183.A0A3Q0KRA2	A0A3Q0KRA2	300	Putative sodium/potassium-dependent atpase beta subunit.
6183.A0A3Q0KRA3	A0A3Q0KRA3	735	Rho-GAP domain-containing protein.
6183.A0A3Q0KRA4	A0A3Q0KRA4	469	UDENN domain-containing protein.
6183.A0A3Q0KRA5	A0A3Q0KRA5	2950	Myb1-related transcription factor.
6183.A0A3Q0KRA6	A0A3Q0KRA6	208	Uncharacterized protein.
6183.A0A3Q0KRA8	A0A3Q0KRA8	1167	Serine/threonine kinase.
6183.A0A3Q0KRA9	A0A3Q0KRA9	1175	Uncharacterized protein.
6183.A0A3Q0KRB0	A0A3Q0KRB0	1229	Uncharacterized protein.
6183.A0A3Q0KRB2	A0A3Q0KRB2	613	Putative nuclear matrix protein.
6183.A0A3Q0KRB5	A0A3Q0KRB5	887	Tubulin tyrosine ligase-related.
6183.A0A3Q0KRB6	A0A3Q0KRB6	1673	Putative zinc finger protein.
6183.A0A3Q0KRB8	A0A3Q0KRB8	97	Uncharacterized protein.
6183.A0A3Q0KRC0	A0A3Q0KRC0	343	RING-type domain-containing protein.
6183.A0A3Q0KRC1	A0A3Q0KRC1	676	Uncharacterized protein.
6183.A0A3Q0KRC2	A0A3Q0KRC2	916	Putative amine oxidase.
6183.A0A3Q0KRC4	A0A3Q0KRC4	429	Folylpolyglutamate synthase.
6183.A0A3Q0KRC5	A0A3Q0KRC5	1285	Ran binding protein 9-related.
6183.A0A3Q0KRC6	A0A3Q0KRC6	768	WD_REPEATS_REGION domain-containing protein.
6183.A0A3Q0KRC7	A0A3Q0KRC7	300	Phosphatidylcholine-sterol acyltransferase (Lecithin-cholesterol acyltransferase)/ Phospholipase A.
6183.A0A3Q0KRC8	A0A3Q0KRC8	961	ADA3-like.
6183.A0A3Q0KRC9	A0A3Q0KRC9	1035	Putative voltage-gated potassium channel.
6183.A0A3Q0KRD1	A0A3Q0KRD1	160	Uncharacterized protein.
6183.A0A3Q0KRD2	A0A3Q0KRD2	210	Uncharacterized protein.
6183.A0A3Q0KRD3	A0A3Q0KRD3	410	Microtubule-associated protein.
6183.A0A3Q0KRD6	A0A3Q0KRD6	736	Uncharacterized protein.
6183.A0A3Q0KRD8	A0A3Q0KRD8	1399	Actin bundling/missing in metastasis-related.
6183.A0A3Q0KRD9	A0A3Q0KRD9	476	Putative syndecan.
6183.A0A3Q0KRE0	A0A3Q0KRE0	710	SAS-6_N domain-containing protein.
6183.A0A3Q0KRE1	A0A3Q0KRE1	373	Strictosidine synthase-related.
6183.A0A3Q0KRE3	A0A3Q0KRE3	659	Uncharacterized protein.
6183.A0A3Q0KRE4	A0A3Q0KRE4	722	Uncharacterized protein.
6183.A0A3Q0KRE5	A0A3Q0KRE5	539	Putative succinate semialdehyde dehydrogenase; Belongs to the aldehyde dehydrogenase family.
6183.A0A3Q0KRE6	A0A3Q0KRE6	1759	Calcium-activated potassium channel.
6183.A0A3Q0KRE8	A0A3Q0KRE8	376	Uncharacterized protein.
6183.A0A3Q0KRE9	A0A3Q0KRE9	388	PIH1_CS domain-containing protein.
6183.A0A3Q0KRF0	A0A3Q0KRF0	2575	Jumonji domain containing protein-related including hairless.
6183.A0A3Q0KRF1	A0A3Q0KRF1	373	Adenylyl cyclase-associated protein.
6183.A0A3Q0KRF2	A0A3Q0KRF2	1610	Putative cadherin.
6183.A0A3Q0KRF3	A0A3Q0KRF3	1103	Putative anosmin.
6183.A0A3Q0KRF6	A0A3Q0KRF6	226	Uncharacterized protein.
6183.A0A3Q0KRF7	A0A3Q0KRF7	98	Uncharacterized protein.
6183.A0A3Q0KRF8	A0A3Q0KRF8	1275	Putative gata binding factor.
6183.A0A3Q0KRF9	A0A3Q0KRF9	408	Uncharacterized protein.
6183.A0A3Q0KRG0	A0A3Q0KRG0	716	Myocyte-specific enhancer factor 2a, putative.
6183.A0A3Q0KRG1	A0A3Q0KRG1	1243	Phosphorylase b kinase regulatory subunit; Phosphorylase b kinase catalyzes the phosphorylation of serine in certain substrates, including troponin I.
6183.A0A3Q0KRG2	A0A3Q0KRG2	1597	Prospero-like protein.
6183.A0A3Q0KRG3	A0A3Q0KRG3	835	Uncharacterized protein.
6183.A0A3Q0KRG6	A0A3Q0KRG6	413	Uncharacterized protein.
6183.A0A3Q0KRG7	A0A3Q0KRG7	908	DUF4503 domain-containing protein.
6183.A0A3Q0KRG8	A0A3Q0KRG8	1192	Putative vacuolar protein sorting.
6183.A0A3Q0KRG9	A0A3Q0KRG9	1147	Non-specific serine/threonine protein kinase.
6183.A0A3Q0KRH2	A0A3Q0KRH2	523	Putative amine oxidase.
6183.A0A3Q0KRH3	A0A3Q0KRH3	1159	BHLH domain-containing protein.
6183.A0A3Q0KRH4	A0A3Q0KRH4	491	Dynein heavy chain, putative.
6183.A0A3Q0KRH5	A0A3Q0KRH5	772	Putative monocarboxylate transporter.
6183.A0A3Q0KRH6	A0A3Q0KRH6	8950	UBR-type domain-containing protein.
6183.A0A3Q0KRH7	A0A3Q0KRH7	831	C2H2-type domain-containing protein.
6183.A0A3Q0KRI0	A0A3Q0KRI0	1219	Ribonuclease II-related; Belongs to the RNR ribonuclease family.
6183.A0A3Q0KRI1	A0A3Q0KRI1	73	Uncharacterized protein.
6183.A0A3Q0KRI2	A0A3Q0KRI2	391	Coproporphyrinogen oxidase.
6183.A0A3Q0KRI3	A0A3Q0KRI3	689	Putative rnase h (70).
6183.A0A3Q0KRI4	A0A3Q0KRI4	745	NRF domain-containing protein.
6183.A0A3Q0KRI5	A0A3Q0KRI5	1002	Pituitary homeobox protein-related.
6183.A0A3Q0KRI6	A0A3Q0KRI6	405	Uncharacterized protein.
6183.A0A3Q0KRI7	A0A3Q0KRI7	214	Putative crp3/crip3.
6183.A0A3Q0KRI8	A0A3Q0KRI8	675	Uncharacterized protein.
6183.A0A3Q0KRI9	A0A3Q0KRI9	478	Uncharacterized protein.
6183.A0A3Q0KRJ0	A0A3Q0KRJ0	152	Uncharacterized protein.
6183.A0A3Q0KRJ1	A0A3Q0KRJ1	642	Putative phosphatidylinositol-binding clathrin assembly protein.
6183.A0A3Q0KRJ2	A0A3Q0KRJ2	490	Uncharacterized protein.
6183.A0A3Q0KRJ3	A0A3Q0KRJ3	1285	Rpgr-interacting protein 1 related.
6183.A0A3Q0KRJ4	A0A3Q0KRJ4	2017	Nuclear receptor co-repressor related (Ncor).
6183.A0A3Q0KRJ6	A0A3Q0KRJ6	224	Uncharacterized protein.
6183.A0A3Q0KRJ7	A0A3Q0KRJ7	1003	Putative arsenite-resistance protein 2.
6183.A0A3Q0KRJ8	A0A3Q0KRJ8	470	Putative tektin.
6183.A0A3Q0KRJ9	A0A3Q0KRJ9	2904	Putative phosphatidylinositol 3-and 4-kinase; Belongs to the PI3/PI4-kinase family.
6183.A0A3Q0KRK0	A0A3Q0KRK0	1254	Timeless, putative.
6183.A0A3Q0KRK1	A0A3Q0KRK1	171	Uncharacterized protein.
6183.A0A3Q0KRK3	A0A3Q0KRK3	1057	Putative ubiquitin-activating enzyme e1.
6183.A0A3Q0KRK4	A0A3Q0KRK4	1501	Tubulin tyrosine ligase-related.
6183.A0A3Q0KRK6	A0A3Q0KRK6	1542	Histone-lysine N-methyltransferase.
6183.A0A3Q0KRK7	A0A3Q0KRK7	348	Protein kinase; Belongs to the protein kinase superfamily.
6183.A0A3Q0KRK8	A0A3Q0KRK8	530	Uncharacterized protein.
6183.A0A3Q0KRK9	A0A3Q0KRK9	2122	Symplekin, putative.
6183.A0A3Q0KRL0	A0A3Q0KRL0	1462	Cadherin-related.
6183.A0A3Q0KRL2	A0A3Q0KRL2	1171	Putative cadherin.
6183.A0A3Q0KRL3	A0A3Q0KRL3	315	Uncharacterized protein.
6183.A0A3Q0KRL4	A0A3Q0KRL4	66	rRNA adenine N(6)-methyltransferase.
6183.A0A3Q0KRL7	A0A3Q0KRL7	752	Putative amiloride-sensitive sodium channel; Belongs to the amiloride-sensitive sodium channel (TC 1.A.6) family.
6183.A0A3Q0KRL8	A0A3Q0KRL8	768	Glutamine-dependent NAD(+) synthetase; In the C-terminal section; belongs to the NAD synthetase family.
6183.A0A3Q0KRL9	A0A3Q0KRL9	483	Putative zinc transporter ZIP domain-containing protein.
6183.A0A3Q0KRM2	A0A3Q0KRM2	812	Dentin phosphoryn, putative.
6183.A0A3Q0KRM3	A0A3Q0KRM3	684	Uncharacterized protein.
6183.A0A3Q0KRM4	A0A3Q0KRM4	848	Cell polarity protein; Belongs to the MAGUK family.
6183.A0A3Q0KRM5	A0A3Q0KRM5	1487	Putative fh1/fh2 domains-containing protein (Formin homolog overexpressed in spleen) (Fhos).
6183.A0A3Q0KRM6	A0A3Q0KRM6	1524	Putative nuclear hormone receptor.
6183.A0A3Q0KRM7	A0A3Q0KRM7	898	Related to multifunctional cyclin-dependent kinase-related.
6183.A0A3Q0KRM8	A0A3Q0KRM8	734	Putative dead box ATP-dependent RNA helicase.
6183.A0A3Q0KRM9	A0A3Q0KRM9	1582	Tyrosine kinase; Belongs to the protein kinase superfamily. Tyr protein kinase family.
6183.A0A3Q0KRN1	A0A3Q0KRN1	631	Putative rhodopsin-like orphan GPCR.
6183.A0A3Q0KRN3	A0A3Q0KRN3	1050	Putative WD-repeat protein.
6183.A0A3Q0KRN4	A0A3Q0KRN4	2456	Putative kalirin.
6183.A0A3Q0KRN5	A0A3Q0KRN5	796	Voltage-gated potassium channel, putative; Belongs to the potassium channel family.
6183.A0A3Q0KRN6	A0A3Q0KRN6	1106	Putative zinc finger protein.
6183.A0A3Q0KRN7	A0A3Q0KRN7	365	Xap-5 protein-related.
6183.A0A3Q0KRN8	A0A3Q0KRN8	424	Uncharacterized protein.
6183.A0A3Q0KRN9	A0A3Q0KRN9	1310	Diacylglycerol kinase.
